lat,lon,pc_code,pc_location,pc_name,ps_male,ps_female,ps_total
34.42051421000008,70.60235553000004,0605173,Zershwee,Murad Ali High School,2,1,3
34.209671330000106,70.49033252000004,0607133,Mazeena,Mazeena Mosque,2,1,3
34.25040981000007,70.17181719000003,0608284,Qilgho,Qilgho High School,2,1,3
34.369314340000045,70.74896103000005,0614484,Sarband Village,Sarband Primary School,3,1,4
34.18753055999998,70.82417499000007,0616425,Katelay,Kangalan Mosque,0,3,3
34.15132149000004,70.80951108000008,0620400,Landai Village,Nasrat Mosque,3,1,4
34.55675084000013,70.21066065000011,0702040,Kharoty,Kharoto Village Hazrat Omar Mosque,4,3,7
33.70822667000009,68.39222101000004,1103082,Deh Darat,Deh Darat Mosque,2,1,3
33.54554507000007,68.13561728000008,1106117,Deh Shashi,Deh Shashi New Mosque,5,0,5
33.82643098000004,67.73495481,1110263,Korala Village,Koralah Village Mosque,1,1,2
33.26778250000004,67.89973167000002,1111191,Sang Deh Gulko,Sang De Mosque,0,2,2
33.12033261000009,69.01820021000003,1205285,Musto Khan Bagh,Sar Rawza Clinic,3,0,3
32.553260230000085,69.19936929000002,1214262,Petogay,Saifurahman Guest House,0,2,2
32.196131990000076,68.35680112000004,1217219,Bazar,Bazar Mosque,6,0,6
33.52412326000008,69.33456877000003,1301010,Dara,Dara High School,4,3,7
33.47088388000005,68.92159197000004,1303090,Koti Khel,Koti Khel School,3,2,5
33.93005560000009,69.74879891000005,1307062,Speri Village,Speri School,3,1,4
33.89187725000004,69.68121907000007,1308143,"Worsak Village, Ahmad Khel",Sakandar Khel Clinic,0,2,2
33.77034833000007,69.53137438000005,1313052,"Chorrkay, Merzaka",Chorrkay School,0,2,2
33.342303950000016,69.90925164000002,1401021,"Khost City, Maton Tapa",Former Civil Hospital,4,2,6
33.35003744000004,69.50374728000007,1412156,Sayed Khail Village,Sayed Khel Clinic,3,2,5
35.33002561000011,70.89700273000003,1601007,Pashki,Pashki Dar-Ul-Ulom,2,1,3
36.2284368,67.11110484000004,2107260,Aqcha Dalan Village,Takya Khana Aqcha Dalan,2,1,3
36.49898077000006,66.53918151000006,2108220,Emam Sahib 2 Village,Emam Sahib Number 2 School,1,1,2
35.11118596000011,65.25089541000006,2304067,Falakhor,Falakhor Mosque,2,1,3
34.13652324000001,63.75256255000004,2309185,Abshikan,Arbab Ghafoor Private House,2,1,3
33.783318470000054,66.24121903000007,2402023,Chaharaspan,Chaharaspan Mosque,3,2,5
33.2452465600001,66.06978318000009,2403113,Rabat Khushk,Old Governmental Building,1,1,2
33.78840612000002,65.7793800800001,2405099,Kaloh,Kaloh Mosque,2,1,3
33.772481100000036,66.91130099000003,2407165,Sangan,Sangan School,2,1,3
33.193528970000116,65.66817822000006,2409058,Surkh Sarak,Surkh Sarak Menbar,1,1,2
32.880177120000006,66.12014256000005,2503021,Sarab Village,Sarab Village School,3,1,4
33.09144999600006,66.44404153000008,2503022,Kamisan,Kamisan Madrassa,1,1,2
32.104072970000004,66.90534233000002,2601001,Shaarwali,Bibi Khala High School,5,2,7
31.590755150000057,65.90276807000002,2703077,Momand Qala,Hayatullah Private House,0,3,3
31.615271088000007,65.85475641900008,2703078,Nisaji,Nisaji School,2,3,5
31.5836748400001,65.43379528000006,2705159,District Compound,District Building Office,2,1,3
36.948506190000046,66.32245817000006,2809062,Fath Abad,Fath Abad School,2,2,4
36.103733310000074,64.65371434000009,2902017,Badqaaq,Badqaaq School,2,2,4
36.960607349999975,65.15128066000005,2914179,Arab Shah Bala,Arab Shah Bala Mukhtalat Primary School,1,1,2
31.426721857000125,64.3247832910001,3003106,Khusr Abad Sharqi,Khusr Abad School,2,2,4
31.795441030000035,64.69389591000002,3004058,Pasaw,Haji Ali Mohammad Private House,4,0,4
32.23390527999999,65.00841077000004,3008132,Bostanzai,Bostanzai School,5,0,5
30.543424400000006,63.48447149000007,3011218,Taayez,Shahbaz Private House (Kochi Center),2,1,3
34.97364965000003,63.05279613000006,3102036,Aabkamari School,Aabkamari Village School,4,1,5
35.08402911000012,63.17350147000004,3103021,Kamari,Kamari Clinic,2,1,3
34.623559050000075,64.23017242000005,3106097,Marghzar,Kalan Mosque,2,1,3
34.34882105000001,62.159708920000064,3202071,Hauz Karbas Village,Hauz Karbas Girls School,3,3,6
34.24840463000014,62.627442680000065,3206126,Mahmura Village,Mamora Mosque,3,1,4
